file,title,url,word_count,has_tables,has_infobox,chosen_from
Qooqaas.txt,Qooqaas,https://so.wikipedia.org/wiki?curid=18773,180,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Shaqo Qaran JSL.txt,Shaqo Qaran JSL,https://so.wikipedia.org/wiki?curid=32246,106,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Qaris.txt,Qaris,https://so.wikipedia.org/wiki?curid=39999,23,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Ceeldheera.txt,Ceeldheera,https://so.wikipedia.org/wiki?curid=4419,81,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Gacanfare.txt,Gacanfare,https://so.wikipedia.org/wiki?curid=4935,83,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Han Eun-ji.txt,Han Eun-ji,https://so.wikipedia.org/wiki?curid=35179,69,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
ALG Spor Kubedka Naga.txt,ALG Spor Kubedka Naga,https://so.wikipedia.org/wiki?curid=35539,7,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Ubay bin kacab.txt,Ubay bin kacab,https://so.wikipedia.org/wiki?curid=37058,130,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dooxa Jabuuti.txt,Dooxa Jabuuti,https://so.wikipedia.org/wiki?curid=31609,152,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Shirkad-Concor Hindiya.txt,Shirkad-Concor Hindiya,https://so.wikipedia.org/wiki?curid=38906,26,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Yagoori.txt,Yagoori,https://so.wikipedia.org/wiki?curid=11521,113,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
153 (tiro).txt,153 (tiro),https://so.wikipedia.org/wiki?curid=13632,107,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Paramore.txt,Paramore,https://so.wikipedia.org/wiki?curid=11546,42,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
La Brabançonne.txt,La Brabançonne,https://so.wikipedia.org/wiki?curid=24236,2135,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waddanka USA Kubadda Koleyga.txt,Waddanka USA Kubadda Koleyga,https://so.wikipedia.org/wiki?curid=34550,169,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waddanka Columbia Kubedka.txt,Waddanka Columbia Kubedka,https://so.wikipedia.org/wiki?curid=38843,194,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dhul Bamka kuwait.txt,Dhul Bamka kuwait,https://so.wikipedia.org/wiki?curid=33931,10,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Wargalo.txt,Wargalo,https://so.wikipedia.org/wiki?curid=4954,82,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Boom.txt,Boom,https://so.wikipedia.org/wiki?curid=30732,154,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Goroyo Soomaali.txt,Goroyo Soomaali,https://so.wikipedia.org/wiki?curid=18811,116,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Lagata Somaliland_Masar.txt,Lagata Somaliland/Masar,https://so.wikipedia.org/wiki?curid=38724,6,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Typing-ka indho-la'aanta.txt,Typing-ka indho-la'aanta,https://so.wikipedia.org/wiki?curid=41194,198,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Saldhigga Incirlik.txt,Saldhigga Incirlik,https://so.wikipedia.org/wiki?curid=19554,184,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waabari.txt,Waabari,https://so.wikipedia.org/wiki?curid=6556,70,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Park Ji-won.txt,Park Ji-won,https://so.wikipedia.org/wiki?curid=35352,123,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Khartuum.txt,Khartuum,https://so.wikipedia.org/wiki?curid=6931,297,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Abaarso.txt,Abaarso,https://so.wikipedia.org/wiki?curid=19815,98,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Sydney Sweeney.txt,Sydney Sweeney,https://so.wikipedia.org/wiki?curid=35540,102,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Flowers.txt,Flowers,https://so.wikipedia.org/wiki?curid=32692,48,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Abaalmarinta Fanaaniinta Aasiya.txt,Abaalmarinta Fanaaniinta Aasiya,https://so.wikipedia.org/wiki?curid=33276,142,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Garaad Cali Garaad Jaamac.txt,Garaad Cali Garaad Jaamac,https://so.wikipedia.org/wiki?curid=37732,79,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Muranka DP World_Djibouti.txt,Muranka DP World/Djibouti,https://so.wikipedia.org/wiki?curid=37021,60,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Saldanab.txt,Saldanab,https://so.wikipedia.org/wiki?curid=18621,118,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Doorashada xigta ee Baarlamaanka Soomaaliya.txt,Doorashada xigta ee Baarlamaanka Soomaaliya,https://so.wikipedia.org/wiki?curid=19758,156,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Bangkok.txt,Bangkok,https://so.wikipedia.org/wiki?curid=5954,31,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Revival.txt,Revival,https://so.wikipedia.org/wiki?curid=30324,87,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Jaamacadda Koonfurta Soomaaliya.txt,Jaamacadda Koonfurta Soomaaliya,https://so.wikipedia.org/wiki?curid=20591,171,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Kiikhisroof koowaad.txt,Kiikhisroof koowaad,https://so.wikipedia.org/wiki?curid=36578,210,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Wadada - Al Maktoum Rd Dubay.txt,Wadada - Al Maktoum Rd Dubay,https://so.wikipedia.org/wiki?curid=25124,48,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Xiriirka Ingiriiska-Soomaaliya.txt,Xiriirka Ingiriiska-Soomaaliya,https://so.wikipedia.org/wiki?curid=10907,79,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Kubedka UNAF_Kubedka WAFU.txt,Kubedka UNAF/Kubedka WAFU,https://so.wikipedia.org/wiki?curid=37112,27,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waddnmaha OPEC Afrika.txt,Waddnmaha OPEC Afrika,https://so.wikipedia.org/wiki?curid=36011,43,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Okapi.txt,Okapi,https://so.wikipedia.org/wiki?curid=40983,127,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waddanka Argentina Naga Kubedka.txt,Waddanka Argentina Naga Kubedka,https://so.wikipedia.org/wiki?curid=38794,192,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Kanaalka Banama.txt,Kanaalka Banama,https://so.wikipedia.org/wiki?curid=9309,68,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Shirkad Vallis group.txt,Shirkad Vallis group,https://so.wikipedia.org/wiki?curid=41803,65,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Madaxweyneyaashii Soomaaliya.txt,Madaxweyneyaashii Soomaaliya,https://so.wikipedia.org/wiki?curid=2584,289,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Muqdisho Meelaha.txt,Muqdisho Meelaha,https://so.wikipedia.org/wiki?curid=32521,27,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Akishibu Project.txt,Akishibu Project,https://so.wikipedia.org/wiki?curid=33143,165,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Wadada Piazza Castello Milan Italia.txt,Wadada Piazza Castello Milan Italia,https://so.wikipedia.org/wiki?curid=33140,33,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Jasiirada Rodos.txt,Jasiirada Rodos,https://so.wikipedia.org/wiki?curid=36506,209,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Balcad.txt,Balcad,https://so.wikipedia.org/wiki?curid=3294,146,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dhaqaallaha Somaliland.txt,Dhaqaallaha Somaliland,https://so.wikipedia.org/wiki?curid=34752,1696,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Daydream.txt,Daydream,https://so.wikipedia.org/wiki?curid=33272,135,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Buraanbur.txt,Buraanbur,https://so.wikipedia.org/wiki?curid=4132,111,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Pascha.txt,Pascha,https://so.wikipedia.org/wiki?curid=35684,147,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dream Concert.txt,Dream Concert,https://so.wikipedia.org/wiki?curid=35445,79,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Degmooyinka Jabuuti.txt,Degmooyinka Jabuuti,https://so.wikipedia.org/wiki?curid=31579,107,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Joe Cassano.txt,Joe Cassano,https://so.wikipedia.org/wiki?curid=19824,107,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Proton Exora.txt,Proton Exora,https://so.wikipedia.org/wiki?curid=32639,17,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Huda Kattan.txt,Huda Kattan,https://so.wikipedia.org/wiki?curid=34413,56,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Cabdirashiid Yuusuf Jibriil.txt,Cabdirashiid Yuusuf Jibriil,https://so.wikipedia.org/wiki?curid=37083,137,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Lee Ah-in.txt,Lee Ah-in,https://so.wikipedia.org/wiki?curid=34952,169,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Kate Upton.txt,Kate Upton,https://so.wikipedia.org/wiki?curid=33381,91,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Manuel Turizo.txt,Manuel Turizo,https://so.wikipedia.org/wiki?curid=30241,115,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Barbuur Hashishka.txt,Barbuur Hashishka,https://so.wikipedia.org/wiki?curid=31539,36,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Sikaad.txt,Sikaad,https://so.wikipedia.org/wiki?curid=37165,334,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waddanka Norway Kubedka.txt,Waddanka Norway Kubedka,https://so.wikipedia.org/wiki?curid=37110,197,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Ugandan shilling.txt,Ugandan shilling,https://so.wikipedia.org/wiki?curid=24274,282,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
OPEC.txt,OPEC,https://so.wikipedia.org/wiki?curid=7341,354,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
"Wadada Liberia Rd Muqadishu,Somalia.txt","Wadada Liberia Rd Muqadishu,Somalia",https://so.wikipedia.org/wiki?curid=35613,16,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Gegada diyaaradaha Caabudwaaq.txt,Gegada diyaaradaha Caabudwaaq,https://so.wikipedia.org/wiki?curid=20779,189,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Puntland.txt,Puntland,https://so.wikipedia.org/wiki?curid=2247,6290,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Sonakshi Sinha.txt,Sonakshi Sinha,https://so.wikipedia.org/wiki?curid=35649,132,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Magoroto.txt,Magoroto,https://so.wikipedia.org/wiki?curid=36720,77,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Radio Muqdisho.txt,Radio Muqdisho,https://so.wikipedia.org/wiki?curid=5987,149,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Golaha Guurtida Somaliland.txt,Golaha Guurtida Somaliland,https://so.wikipedia.org/wiki?curid=19781,174,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Awdalada wadareed ee Saacadiin.txt,Awdalada wadareed ee Saacadiin,https://so.wikipedia.org/wiki?curid=17022,372,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
"Doorashada Baarlamaanka Soomaaliya, 1969.txt","Doorashada Baarlamaanka Soomaaliya, 1969",https://so.wikipedia.org/wiki?curid=10076,239,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Heshinka Total Energies _Basra Oil _ Qatar Energy 2023.txt,Heshinka Total Energies /Basra Oil / Qatar Energy 2023,https://so.wikipedia.org/wiki?curid=38388,145,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Xanafiya.txt,Xanafiya,https://so.wikipedia.org/wiki?curid=36917,62,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
IGAD BassBoortka.txt,IGAD BassBoortka,https://so.wikipedia.org/wiki?curid=27813,31,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
13 (tiro).txt,13 (tiro),https://so.wikipedia.org/wiki?curid=17257,114,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dharkeelay.txt,Dharkeelay,https://so.wikipedia.org/wiki?curid=6514,70,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
COSAFA.txt,COSAFA,https://so.wikipedia.org/wiki?curid=35103,48,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dhul bamka Iraan.txt,Dhul bamka Iraan,https://so.wikipedia.org/wiki?curid=33789,98,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Mabane.txt,Mabane,https://so.wikipedia.org/wiki?curid=7138,223,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Muhammad.txt,Muhammad,https://so.wikipedia.org/wiki?curid=14432,959,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Caano budo.txt,Caano budo,https://so.wikipedia.org/wiki?curid=22323,238,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Hamoud Boualem.txt,Hamoud Boualem,https://so.wikipedia.org/wiki?curid=31311,38,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Maxim.txt,Maxim,https://so.wikipedia.org/wiki?curid=32635,120,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
FIFA.txt,FIFA,https://so.wikipedia.org/wiki?curid=4043,108,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Elektaron.txt,Elektaron,https://so.wikipedia.org/wiki?curid=30077,19,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
As Filhas da Mãe.txt,As Filhas da Mãe,https://so.wikipedia.org/wiki?curid=23337,231,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
24 (tiro).txt,24 (tiro),https://so.wikipedia.org/wiki?curid=13502,90,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Jeon So-mi.txt,Jeon So-mi,https://so.wikipedia.org/wiki?curid=33121,110,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Tokyo Girls' Style.txt,Tokyo Girls' Style,https://so.wikipedia.org/wiki?curid=33145,144,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Somaliland Ganacsiga xafiiska UAE.txt,Somaliland Ganacsiga xafiiska UAE,https://so.wikipedia.org/wiki?curid=27370,38,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Madhubala.txt,Madhubala,https://so.wikipedia.org/wiki?curid=31543,303,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Danti.txt,Danti,https://so.wikipedia.org/wiki?curid=21189,154,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Gabayada abwaanada hawiye.txt,Gabayada abwaanada hawiye,https://so.wikipedia.org/wiki?curid=6446,210,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Beer (xubin).txt,Beer (xubin),https://so.wikipedia.org/wiki?curid=4896,64,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
After School.txt,After School,https://so.wikipedia.org/wiki?curid=33982,149,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
U;Nee Code.txt,U;Nee Code,https://so.wikipedia.org/wiki?curid=32727,111,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
PRP.txt,PRP,https://so.wikipedia.org/wiki?curid=33098,12,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Ortoble.txt,Ortoble,https://so.wikipedia.org/wiki?curid=32425,736,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
The Prince and the Showgirl.txt,The Prince and the Showgirl,https://so.wikipedia.org/wiki?curid=31546,154,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Bagal.txt,Bagal,https://so.wikipedia.org/wiki?curid=7424,12,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dowlad ku meel gaar.txt,Dowlad ku meel gaar,https://so.wikipedia.org/wiki?curid=19663,182,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Qalimoow.txt,Qalimoow,https://so.wikipedia.org/wiki?curid=4137,124,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Liska Filmka Mareykanka.txt,Liska Filmka Mareykanka,https://so.wikipedia.org/wiki?curid=24305,45,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Degmada Howlwadaag.txt,Degmada Howlwadaag,https://so.wikipedia.org/wiki?curid=3346,461,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dekkedda Koonfur Sudan - Djibouti.txt,Dekkedda Koonfur Sudan - Djibouti,https://so.wikipedia.org/wiki?curid=37071,88,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Hubka Koonfur Africa_Russia.txt,Hubka Koonfur Africa/Russia,https://so.wikipedia.org/wiki?curid=38385,109,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
71 (tiro).txt,71 (tiro),https://so.wikipedia.org/wiki?curid=13556,92,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
LM5.txt,LM5,https://so.wikipedia.org/wiki?curid=30323,102,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Diyaarada Turkiga.txt,Diyaarada Turkiga,https://so.wikipedia.org/wiki?curid=20332,372,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
46 (tiro).txt,46 (tiro),https://so.wikipedia.org/wiki?curid=13516,94,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
178 (tiro).txt,178 (tiro),https://so.wikipedia.org/wiki?curid=13640,113,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
BBC.txt,BBC,https://so.wikipedia.org/wiki?curid=2681,14,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Golaha Amniga Qaramada Midoobay.txt,Golaha Amniga Qaramada Midoobay,https://so.wikipedia.org/wiki?curid=17656,461,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Miko Matsuda.txt,Miko Matsuda,https://so.wikipedia.org/wiki?curid=33755,76,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Gasiirada Rhode.txt,Gasiirada Rhode,https://so.wikipedia.org/wiki?curid=24341,681,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Campora San Giovanni.txt,Campora San Giovanni,https://so.wikipedia.org/wiki?curid=11095,73,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Seyul.txt,Seyul,https://so.wikipedia.org/wiki?curid=5953,60,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
1993.txt,1993,https://so.wikipedia.org/wiki?curid=2706,92,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Leonardo da Vinci.txt,Leonardo da Vinci,https://so.wikipedia.org/wiki?curid=4189,137,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Liska GDP waddanka Aasiya 2018.txt,Liska GDP waddanka Aasiya 2018,https://so.wikipedia.org/wiki?curid=24632,121,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Shine.txt,Shine,https://so.wikipedia.org/wiki?curid=33094,131,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
1987.txt,1987,https://so.wikipedia.org/wiki?curid=2711,17,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Wonder Girls.txt,Wonder Girls,https://so.wikipedia.org/wiki?curid=35159,194,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Je T'aime.txt,Je T'aime,https://so.wikipedia.org/wiki?curid=33006,140,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Beeraaha Zeytuunnka Dundia.txt,Beeraaha Zeytuunnka Dundia,https://so.wikipedia.org/wiki?curid=31458,80,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Crazy in Love.txt,Crazy in Love,https://so.wikipedia.org/wiki?curid=33360,137,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Biroole.txt,Biroole,https://so.wikipedia.org/wiki?curid=6688,208,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Hot Issue.txt,Hot Issue,https://so.wikipedia.org/wiki?curid=36059,97,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dilka Desirée Mariottini Italia 2019.txt,Dilka Desirée Mariottini Italia 2019,https://so.wikipedia.org/wiki?curid=33480,139,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Jassiradha Turki.txt,Jassiradha Turki,https://so.wikipedia.org/wiki?curid=37258,1073,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waaxda Asia Waddanka Shiinaha.txt,Waaxda Asia Waddanka Shiinaha,https://so.wikipedia.org/wiki?curid=35721,24,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Wadanamaha Bari Asia.txt,Wadanamaha Bari Asia,https://so.wikipedia.org/wiki?curid=32233,17,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Baba Yaga.txt,Baba Yaga,https://so.wikipedia.org/wiki?curid=36721,261,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Sheekhaal.txt,Sheekhaal,https://so.wikipedia.org/wiki?curid=8143,340,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Afgooye.txt,Afgooye,https://so.wikipedia.org/wiki?curid=2270,464,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Xamse cabdi barre.txt,Xamse cabdi barre,https://so.wikipedia.org/wiki?curid=36839,72,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Jaamacadda Bariga Afrika.txt,Jaamacadda Bariga Afrika,https://so.wikipedia.org/wiki?curid=20590,268,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dawlada Northland.txt,Dawlada Northland,https://so.wikipedia.org/wiki?curid=27392,71,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Bangladesh Cunto - lahan 2022.txt,Bangladesh Cunto - lahan 2022,https://so.wikipedia.org/wiki?curid=36163,54,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Kaabayaal.txt,Kaabayaal,https://so.wikipedia.org/wiki?curid=22389,203,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Aamina Jibriil.txt,Aamina Jibriil,https://so.wikipedia.org/wiki?curid=17608,200,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Cabdullaahi Jawaan.txt,Cabdullaahi Jawaan,https://so.wikipedia.org/wiki?curid=32271,53,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
UNIFFAC.txt,UNIFFAC,https://so.wikipedia.org/wiki?curid=35094,39,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dhacdo gudaha Grenchen.txt,Dhacdo gudaha Grenchen,https://so.wikipedia.org/wiki?curid=36968,599,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Waddanka Malawi kubedka.txt,Waddanka Malawi kubedka,https://so.wikipedia.org/wiki?curid=35564,194,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Eelo.txt,Eelo,https://so.wikipedia.org/wiki?curid=18829,135,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Kablalah.txt,Kablalah,https://so.wikipedia.org/wiki?curid=38154,31,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Shanleey.txt,Shanleey,https://so.wikipedia.org/wiki?curid=22924,134,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
80 (tiro).txt,80 (tiro),https://so.wikipedia.org/wiki?curid=13554,82,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Degmada badweyn.txt,Degmada badweyn,https://so.wikipedia.org/wiki?curid=28534,89,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Dagaalka Russka-Ukraine 2014.txt,Dagaalka Russka-Ukraine 2014,https://so.wikipedia.org/wiki?curid=32422,402,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Ningning.txt,Ningning,https://so.wikipedia.org/wiki?curid=35268,72,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Haruka Arai.txt,Haruka Arai,https://so.wikipedia.org/wiki?curid=33345,37,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Moroni.txt,Moroni,https://so.wikipedia.org/wiki?curid=7140,222,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Saldanadii Hobyo.txt,Saldanadii Hobyo,https://so.wikipedia.org/wiki?curid=20404,377,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Cher Lloyd.txt,Cher Lloyd,https://so.wikipedia.org/wiki?curid=35699,119,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Af Nuwar.txt,Af Nuwar,https://so.wikipedia.org/wiki?curid=41160,254,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Xoor.txt,Xoor,https://so.wikipedia.org/wiki?curid=40613,91,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Maahmaah Xarafka A.txt,Maahmaah Xarafka A,https://so.wikipedia.org/wiki?curid=5241,403,0,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Monako.txt,Monako,https://so.wikipedia.org/wiki?curid=6488,1132,1,1,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
Wadanimo.txt,Wadanimo,https://so.wikipedia.org/wiki?curid=23317,160,1,0,/Users/user/data/sowiki-20250901/sowiki_upgraded_txt
"Doorashada Baarlamaanka Soomaaliya, 1964.txt","Doorashada Baarlamaanka Soomaaliya, 1964",https://so.wikipedia.org/wiki?curid=10039,92,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
